Id,Sales
24830,5842.0
25686,6282.0
26542,7026.0
28254,4732.0
29110,4858.0
29966,4556.0
30822,4574.0
31678,5014.0
32534,5758.0
34246,4732.0
35102,6126.0
35958,5824.0
36814,5842.0
37670,6282.0
38526,7026.0
40238,4732.0
7,8576.0
863,9216.0
1719,9024.0
2575,9728.0
4287,6528.0
5143,6912.0
5999,6656.0
6855,7296.0
7711,7104.0
8567,7808.0
10279,6528.0
11135,8832.0
11991,8576.0
12847,9216.0
13703,9024.0
14559,9728.0
16271,6528.0
17127,7296.0
17983,7040.0
18839,7680.0
19695,7488.0
20551,8192.0
22263,6528.0
23119,9216.0
23975,8960.0
24831,9600.0
25687,9408.0
26543,10112.0
28255,6528.0
29111,7296.0
29967,7040.0
30823,7680.0
31679,7488.0
32535,8192.0
34247,6528.0
35103,9216.0
35959,8960.0
36815,9600.0
37671,9408.0
38527,10112.0
40239,6528.0
8,8640.0
864,8928.0
1720,9184.0
2576,10336.0
4288,6432.0
5144,5664.0
6000,5504.0
6856,5792.0
7712,6048.0
8568,7200.0
10280,6432.0
11136,8800.0
11992,8640.0
12848,8928.0
13704,9184.0
14560,10336.0
16272,6432.0
17128,5824.0
17984,5664.0
18840,5952.0
19696,6208.0
20552,7360.0
22264,6432.0
23120,8992.0
23976,8832.0
24832,9120.0
25688,9376.0
26544,10528.0
28256,6432.0
29112,5824.0
29968,5664.0
30824,5952.0
31680,6208.0
32536,7360.0
34248,6432.0
35104,8992.0
35960,8832.0
36816,9120.0
37672,9376.0
38528,10528.0
40240,6432.0
9,5905.948903498351
865,6157.9284651468915
1721,6205.972748929932
2577,7469.629007525618
4289,4549.722222222224
5145,4075.809065227836
6001,3498.535354051915
6857,3750.514915700456
7713,3798.5591994834963
8569,4651.006461377241
10281,4549.722222222224
11137,6894.4316113762125
11993,6317.157900200291
12849,6569.137461848833
13705,6617.181745631873
14561,7469.629007525618
16273,4549.722222222224
17129,4075.809065227836
17985,3498.535354051915
18841,3750.514915700456
19697,3798.5591994834963
20553,4651.006461377241
22265,4549.722222222224
23121,6894.4316113762125
23977,6317.157900200291
24833,6569.137461848833
25689,6617.181745631873
26545,7469.629007525618
29113,4075.809065227836
29969,3498.535354051915
30825,3750.514915700456
31681,3798.5591994834963
32537,4651.006461377241
35105,6894.4316113762125
35961,6317.157900200291
36817,6569.137461848833
37673,6617.181745631873
38529,7469.629007525618
40241,4549.722222222224
10,6352.0
866,6288.0
1722,6736.0
2578,7608.0
4290,3536.0
5146,4952.0
6002,4672.0
6858,4608.0
7714,5056.0
8570,5928.0
10282,3536.0
11138,6632.0
11994,6352.0
12850,6288.0
13706,6736.0
14562,7608.0
16274,3536.0
17130,4952.0
17986,4672.0
18842,4608.0
19698,5056.0
20554,5928.0
22266,3536.0
23122,6632.0
23978,6352.0
24834,6288.0
25690,6736.0
26546,7608.0
28258,3536.0
29114,4952.0
29970,4672.0
30826,4608.0
31682,4944.0
32538,5816.0
34250,3536.0
35106,6520.0
35962,6240.0
36818,6176.0
37674,6624.0
38530,7496.0
40242,3536.0
11,7488.0
867,7296.0
1723,7648.0
2579,8512.0
4291,5824.0
5147,5888.0
6003,5248.0
6859,5056.0
7715,5408.0
8571,6272.0
10283,5824.0
11139,8128.0
11995,7488.0
12851,7296.0
13707,7648.0
14563,8512.0
16275,5824.0
17131,6112.0
17987,5472.0
18843,5280.0
19699,5632.0
20555,6496.0
22267,5824.0
23123,8352.0
23979,7712.0
24835,7520.0
25691,7872.0
26547,8736.0
28259,5824.0
29115,6112.0
29971,5472.0
30827,5280.0
31683,5632.0
32539,6496.0
34251,5824.0
35107,8352.0
35963,7712.0
36819,7520.0
37675,7872.0
38531,8736.0
40243,5824.0
12,8608.55859815151
868,8876.64080492128
1724,9324.99869237252
2580,10165.83475147151
4292,5323.586466165414
5148,6703.0332881471895
6004,6451.318762215449
6860,6719.400968985219
7716,7167.758856436459
8572,8008.594915535447
10284,5323.586466165414
11140,8899.646757130417
11996,8647.932231198674
12852,8916.014437968446
13708,9364.372325419685
14564,10205.208384518673
16276,5323.586466165414
17132,6703.0332881471895
17988,6451.318762215449
18844,6719.400968985219
19700,7167.758856436459
20556,8008.594915535447
22268,5323.586466165414
23124,8899.646757130417
23980,8647.932231198674
24836,8916.014437968446
25692,9364.372325419685
26548,10205.208384518673
28260,5323.586466165414
29116,6703.0332881471895
29972,6451.318762215449
30828,6719.400968985219
31684,7167.758856436459
32540,8008.594915535447
34252,5323.586466165414
35108,8899.646757130417
35964,8647.932231198674
36820,8916.014437968446
37676,9364.372325419685
38532,10205.208384518673
40244,5323.586466165414
13,7558.0
869,7504.0
1725,7920.0
2581,8964.0
4293,4276.0
5149,5678.0
6005,5304.0
6861,5250.0
7717,5666.0
8573,6710.0
10285,4276.0
11141,7932.0
11997,7558.0
12853,7504.0
13709,7920.0
14565,8964.0
16277,4276.0
17133,5678.0
17989,5304.0
18845,5250.0
19701,5666.0
20557,6710.0
22269,4276.0
23125,7932.0
23981,7558.0
24837,7504.0
25693,7920.0
26549,8964.0
28261,4276.0
29117,5678.0
29973,5304.0
30829,5250.0
31685,5554.0
32541,6598.0
34253,4276.0
35109,7820.0
35965,7446.0
36821,7392.0
37677,7808.0
38533,8852.0
40245,4276.0
14,9328.0
870,8680.0
1726,8938.0
2582,9874.0
4294,5374.0
5150,6564.0
6006,7948.0
6862,7300.0
7718,7558.0
8574,8414.0
10286,5374.0
11142,8024.0
11998,9408.0
12854,8760.0
13710,9018.0
14566,9874.0
16278,5374.0
17134,6564.0
17990,7948.0
18846,7300.0
19702,7558.0
20558,8414.0
22270,5374.0
23126,8024.0
23982,9408.0
24838,8760.0
25694,9018.0
26550,9874.0
29118,6564.0
29974,7948.0
30830,7300.0
31686,7558.0
32542,8414.0
34254,5374.0
35110,8024.0
35966,9408.0
36822,8760.0
37678,9018.0
38534,9874.0
40246,5374.0
15,6446.899950302006
871,6353.385481667648
1727,6891.082936030592
2583,7938.566645349911
4295,5119.007518796995
5151,4153.306749319619
6007,3622.753038362839
6863,3529.2385697284813
7719,4066.936024091425
8575,5114.419733410744
10287,5119.007518796995
11143,7238.638722253798
11999,6708.085011297018
12855,6614.570542662661
13711,7152.267997025605
14567,8199.751706344923
16279,5119.007518796995
17135,4153.306749319619
17991,3622.753038362839
18847,3529.2385697284813
19703,4066.936024091425
20559,5114.419733410744
22271,5119.007518796995
23127,7238.638722253798
23983,6708.085011297018
24839,6614.570542662661
25695,7152.267997025605
26551,8199.751706344923
28263,5119.007518796995
29119,4153.306749319619
29975,3622.753038362839
30831,3529.2385697284813
31687,4066.936024091425
32543,5114.419733410744
34255,5119.007518796995
35111,7238.638722253798
35967,6708.085011297018
36823,6614.570542662661
37679,7152.267997025605
38535,8199.751706344923
40247,5119.007518796995
16,5024.0
872,4896.0
1728,5248.0
2584,6144.0
4296,3424.0
5152,4320.0
6008,3776.0
6864,3648.0
7720,4000.0
8576,4704.0
10288,3424.0
11144,5760.0
12000,5216.0
12856,5088.0
13712,5440.0
14568,6144.0
16280,3424.0
17136,4320.0
17992,3776.0
18848,3648.0
19704,4000.0
20560,4704.0
22272,3424.0
23128,5760.0
23984,5216.0
24840,5088.0
25696,5440.0
26552,6144.0
29120,4320.0
29976,3776.0
30832,3648.0
31688,4000.0
32544,4704.0
34256,3424.0
35112,5760.0
35968,5216.0
36824,5088.0
37680,5440.0
38536,6144.0
40248,3424.0
17,6416.486134190454
873,6325.183671108496
1729,6422.548506558041
2585,7735.534785240023
4297,4636.548872180447
5153,4511.794840011328
6009,4041.058970628127
6865,3949.756507546169
7721,4047.1213429957133
8577,5360.107621677695
10289,4636.548872180447
11145,7061.393874680105
12001,6590.658005296904
12857,6499.355542214946
13713,6596.720377664491
14569,7909.706656346472
16281,4636.548872180447
17137,4685.966711117779
17993,4215.230841734578
18849,4123.928378652619
19705,4221.293214102164
20561,5534.279492784145
22273,4636.548872180447
23129,7061.393874680105
23985,6590.658005296904
24841,6499.355542214946
25697,6596.720377664491
26553,7909.706656346472
28265,4636.548872180447
29121,4685.966711117779
29977,4215.230841734578
30833,4123.928378652619
31689,4221.293214102164
32545,5534.279492784145
34257,4636.548872180447
35113,7061.393874680105
35969,6590.658005296904
36825,6499.355542214946
37681,6596.720377664491
38537,7909.706656346472
40249,4636.548872180447
18,10352.0
874,10716.0
1730,10928.0
2586,12732.0
4298,7420.0
5154,8036.0
6010,7028.0
6866,7392.0
7722,7604.0
8578,9408.0
10290,7420.0
11146,11360.0
12002,10352.0
12858,10716.0
13714,10928.0
14570,12732.0
16282,7420.0
17138,8036.0
17994,7028.0
18850,7392.0
19706,7604.0
20562,9408.0
22274,7420.0
23130,11360.0
23986,10352.0
24842,10716.0
25698,10928.0
26554,12732.0
28266,7420.0
29122,8036.0
29978,7028.0
30834,7392.0
31690,8012.0
32546,9816.0
34258,7420.0
35114,11768.0
35970,10760.0
36826,11124.0
37682,11336.0
38538,13140.0
40250,7420.0
19,12527.874959483346
875,12241.772760228563
1731,13072.92847831858
2587,14606.239951780633
4299,9106.279069767437
5155,9534.87376649206
6011,9408.142741589063
6867,9122.04054233428
7723,9953.196260424296
8579,11486.50773388635
10291,9106.279069767437
11147,12654.605984386344
12003,12527.874959483346
12859,12241.772760228563
13715,13072.92847831858
14571,14606.239951780633
16283,9106.279069767437
17139,9534.87376649206
17995,9408.142741589063
18851,9122.04054233428
19707,9953.196260424296
20563,11486.50773388635
22275,9106.279069767437
23131,12654.605984386344
23987,12527.874959483346
24843,12241.772760228563
25699,13072.92847831858
26555,14606.239951780633
28267,9106.279069767437
29123,9534.87376649206
29979,9408.142741589063
30835,9122.04054233428
31691,9854.939178641182
32547,11388.250652103234
34259,9106.279069767437
35115,12556.34890260323
35971,12429.617877700231
36827,12143.515678445447
37683,12974.671396535465
38539,14507.982869997517
40251,9106.279069767437
20,10896.0
876,11104.0
1732,12048.0
2588,13296.0
4300,7536.0
5156,7120.0
6012,6624.0
6868,6832.0
7724,7776.0
8580,9024.0
10292,7536.0
11148,11392.0
12004,10896.0
12860,11104.0
13716,12048.0
14572,13296.0
16284,7536.0
17140,7120.0
17996,6624.0
18852,6832.0
19708,7776.0
20564,9024.0
22276,7536.0
23132,11392.0
23988,10896.0
24844,11104.0
25700,12048.0
26556,13296.0
28268,7536.0
29124,7120.0
29980,6624.0
30836,6832.0
31692,8128.0
32548,9376.0
34260,7536.0
35116,11744.0
35972,11248.0
36828,11456.0
37684,12400.0
38540,13648.0
40252,7536.0
21,7948.0
877,8212.0
1733,8624.0
2589,10596.0
4301,6992.0
5157,5456.0
6013,4952.0
6869,5216.0
7725,5628.0
8581,7600.0
10293,6992.0
11149,8452.0
12005,7948.0
12861,8212.0
13717,8624.0
14573,10596.0
16285,6992.0
17141,5456.0
17997,4952.0
18853,5216.0
19709,5628.0
20565,7600.0
22277,6992.0
23133,8452.0
23989,7948.0
24845,8212.0
25701,8624.0
26557,10596.0
28269,6992.0
29125,5456.0
29981,4952.0
30837,5216.0
31693,5832.0
32549,7804.0
34261,6992.0
35117,8652.0
35973,8148.0
36829,8412.0
37685,8824.0
38541,10796.0
40253,6992.0
22,6414.670477061217
878,5786.223225419821
1734,6857.313603385312
2590,6960.957428518885
4302,4788.458646616543
5158,3675.067038889775
6014,4397.104946282025
6870,3768.6576946406285
7726,4839.748072606119
8582,4943.3918977396925
10294,4788.458646616543
11150,5692.632569668967
12006,6414.670477061217
12862,5786.223225419821
13718,6857.313603385312
14574,6960.957428518885
16286,4788.458646616543
17142,3675.067038889775
17998,4397.104946282025
18854,3768.6576946406285
19710,4839.748072606119
20566,4943.3918977396925
22278,4788.458646616543
23134,5692.632569668967
23990,6414.670477061217
24846,5786.223225419821
25702,6857.313603385312
26558,6960.957428518885
28270,4788.458646616543
29126,3675.067038889775
29982,4397.104946282025
30838,3768.6576946406285
31694,4779.249126676598
32550,4882.892951810171
34262,4788.458646616543
35118,5632.133623739446
35974,6354.171531131697
36830,5725.7242794902995
37686,6796.81465745579
38542,6900.4584825893635
40254,4788.458646616543
23,6368.0
879,6240.0
1735,6400.0
2591,7072.0
4303,5632.0
5159,5280.0
6015,4624.0
6871,4496.0
7727,4656.0
8583,5328.0
10295,5632.0
11151,7024.0
12007,6368.0
12863,6240.0
13719,6400.0
14575,7072.0
16287,5632.0
17143,5664.0
17999,5008.0
18855,4880.0
19711,5040.0
20567,5712.0
22279,5632.0
23135,7392.0
23991,6736.0
24847,6608.0
25703,6768.0
26559,7440.0
28271,5632.0
29127,5664.0
29983,5008.0
30839,4880.0
31695,5040.0
32551,5712.0
34263,5632.0
35119,7392.0
35975,6736.0
36831,6608.0
37687,6768.0
38543,7440.0
40255,5632.0
24,4812.581028912005
880,5129.620337650818
1736,5228.43150843617
2592,5913.953723573277
4304,2364.3055555555547
5160,3375.343224171338
6016,3245.705010958159
6872,3562.744319696972
7728,3661.5554904823234
8584,4236.349282675526
10296,2364.3055555555547
11152,5052.947665069088
12008,4923.309451855908
12864,5240.348760594721
13720,5339.1599313800725
14576,5913.953723573277
16288,2364.3055555555547
17144,3375.343224171338
18000,3245.705010958159
18856,3562.744319696972
19712,3661.5554904823234
20568,4236.349282675526
22280,2364.3055555555547
23136,5052.947665069088
23992,4923.309451855908
24848,5240.348760594721
25704,5339.1599313800725
26560,5913.953723573277
29128,3375.343224171338
29984,3245.705010958159
30840,3562.744319696972
31696,3661.5554904823234
32552,4236.349282675526
35120,5052.947665069088
35976,4923.309451855908
36832,5240.348760594721
37688,5339.1599313800725
38544,5913.953723573277
40256,2364.3055555555547
25,8880.0
881,8960.0
1737,9360.0
2593,10464.0
4305,8608.0
5161,7104.0
6017,6560.0
6873,6640.0
7729,7040.0
8585,8144.0
10297,8608.0
11153,9424.0
12009,8880.0
12865,8960.0
13721,9360.0
14577,10464.0
16289,8608.0
17145,7104.0
18001,6560.0
18857,6640.0
19713,7040.0
20569,8144.0
22281,8608.0
23137,9424.0
23993,8880.0
24849,8960.0
25705,9360.0
26561,10464.0
28273,8608.0
29129,7104.0
29985,6560.0
30841,6640.0
31697,7216.0
32553,8320.0
34265,8608.0
35121,9584.0
35977,9040.0
36833,9120.0
37689,9520.0
38545,10624.0
40257,8608.0
26,11216.0
882,11120.0
1738,11664.0
2594,14064.0
4306,7824.0
5162,7472.0
6018,6864.0
6874,6768.0
7730,7312.0
8586,9712.0
10298,7824.0
11154,11824.0
12010,11216.0
12866,11120.0
13722,11664.0
14578,14064.0
16290,7824.0
17146,7472.0
18002,6864.0
18858,6768.0
19714,7312.0
20570,9712.0
22282,7824.0
23138,11824.0
23994,11216.0
24850,11120.0
25706,11664.0
26562,14064.0
28274,7824.0
29130,7472.0
29986,6864.0
30842,6768.0
31698,7712.0
32554,10112.0
34266,7824.0
35122,12240.0
35978,11632.0
36834,11536.0
37690,12080.0
38546,14480.0
40258,7824.0
27,9570.147541233926
883,9709.793325381082
1739,9826.74544508092
2595,11164.628988981845
4307,9617.37962962963
5163,8664.01808241798
6019,8169.258006820725
6875,8308.903790967881
7731,8425.855910667718
8587,9540.910975417964
10299,9617.37962962963
11155,10287.73609598186
12011,9792.976020384605
12867,9932.621804531762
13723,10049.5739242316
14579,11164.628988981845
16291,9617.37962962963
17147,8664.01808241798
18003,8169.258006820725
18859,8308.903790967881
19715,8425.855910667718
20571,9540.910975417964
22283,9617.37962962963
23139,10287.73609598186
23995,9792.976020384605
24851,9932.621804531762
25707,10049.5739242316
26563,11164.628988981845
29131,8664.01808241798
29987,8169.258006820725
30843,8308.903790967881
31699,8425.855910667718
32555,9540.910975417964
34267,9617.37962962963
35123,10287.73609598186
35979,9792.976020384605
36835,9932.621804531762
37691,10049.5739242316
38547,11164.628988981845
40259,9617.37962962963
28,6586.0
884,6848.0
1740,7194.0
2596,8564.0
4308,6216.0
5164,4148.0
6020,3646.0
6876,3908.0
7732,4254.0
8588,5624.0
10300,6216.0
11156,7088.0
12012,6586.0
12868,6848.0
13724,7194.0
14580,8564.0
16292,6216.0
17148,4148.0
18004,3646.0
18860,3908.0
19716,4254.0
20572,5624.0
22284,6216.0
23140,7088.0
23996,6586.0
24852,6848.0
25708,7194.0
26564,8564.0
28276,6216.0
29132,4148.0
29988,3646.0
30844,3908.0
31700,4466.0
32556,5836.0
34268,6216.0
35124,7300.0
35980,6798.0
36836,7060.0
37692,7406.0
38548,8776.0
40260,6216.0
29,5820.0
885,6104.0
1741,6352.0
2597,7472.0
4309,2980.0
5165,3392.0
6021,3452.0
6877,3736.0
7733,3984.0
8589,5104.0
10301,2980.0
11157,5760.0
12013,5820.0
12869,6104.0
13725,6352.0
14581,7472.0
16293,2980.0
17149,3392.0
18005,3452.0
18861,3736.0
19717,3984.0
20573,5104.0
22285,2980.0
23141,5760.0
23997,5820.0
24853,6104.0
25709,6352.0
26565,7472.0
28277,2980.0
29133,3392.0
29989,3452.0
30845,3736.0
31701,4052.0
32557,5172.0
34269,2980.0
35125,5828.0
35981,5888.0
36837,6172.0
37693,6420.0
38549,7540.0
40261,2980.0
30,5280.0
886,5008.0
1742,5472.0
2598,5648.0
4310,5440.0
5166,3840.0
6022,3968.0
6878,3696.0
7734,4160.0
8590,4336.0
10302,5440.0
11158,5152.0
12014,5280.0
12870,5008.0
13726,5472.0
14582,5648.0
16294,5440.0
17150,3840.0
18006,3968.0
18862,3696.0
19718,4160.0
20574,4336.0
22286,5440.0
23142,5152.0
23998,5280.0
24854,5008.0
25710,5472.0
26566,5648.0
28278,5440.0
29134,3840.0
29990,3968.0
30846,3696.0
31702,4464.0
32558,4640.0
34270,5440.0
35126,5456.0
35982,5584.0
36838,5312.0
37694,5776.0
38550,5952.0
40262,5440.0
31,5603.644481607909
887,5511.615472582512
1743,5474.235908501432
2599,7308.145802526571
4311,5368.583333333334
5167,5345.61252977244
6023,4904.932705713734
6879,4812.903696688337
7735,4775.524132607257
8591,5882.764122538428
10303,5368.583333333334
11159,6770.9942097605835
12015,6330.314385701878
12871,6238.28537667648
13727,6200.905812595401
14583,7308.145802526571
16295,5368.583333333334
17151,5345.61252977244
18007,4904.932705713734
18863,4812.903696688337
19719,4775.524132607257
20575,5882.764122538428
22287,5368.583333333334
23143,6770.9942097605835
23999,6330.314385701878
24855,6238.28537667648
25711,6200.905812595401
26567,7308.145802526571
29135,5345.61252977244
29991,4904.932705713734
30847,4812.903696688337
31703,4775.524132607257
32559,5882.764122538428
34271,5368.583333333334
35127,6770.9942097605835
35983,6330.314385701878
36839,6238.28537667648
37695,6200.905812595401
38551,7308.145802526571
40263,5368.583333333334
32,11352.0
888,12088.0
1744,11920.0
2600,13432.0
4312,8360.0
5168,8272.0
6024,7928.0
6880,8664.0
7736,8496.0
8592,10008.0
10304,8360.0
11160,11696.0
12016,11352.0
12872,12088.0
13728,11920.0
14584,13432.0
16296,8360.0
17152,8272.0
18008,7928.0
18864,8664.0
19720,8496.0
20576,10008.0
22288,8360.0
23144,11696.0
24000,11352.0
24856,12088.0
25712,11920.0
26568,13432.0
28280,8360.0
29136,8272.0
29992,7928.0
30848,8664.0
31704,8552.0
32560,10064.0
34272,8360.0
35128,11760.0
35984,11416.0
36840,12152.0
37696,11984.0
38552,13496.0
40264,8360.0
33,7904.0
889,7984.0
1745,8352.0
2601,9488.0
4313,4704.0
5169,5936.0
6025,5328.0
6881,5408.0
7737,5776.0
8593,6912.0
10305,4704.0
11161,8512.0
12017,7904.0
12873,7984.0
13729,8352.0
14585,9488.0
16297,4704.0
17153,5936.0
18009,5328.0
18865,5408.0
19721,5776.0
20577,6912.0
22289,4704.0
23145,8512.0
24001,7904.0
24857,7984.0
25713,8352.0
26569,9488.0
28281,4704.0
29137,5936.0
29993,5328.0
30849,5408.0
31705,5696.0
32561,6832.0
34273,4704.0
35129,8432.0
35985,7824.0
36841,7904.0
37697,8272.0
38553,9408.0
40265,4704.0
34,6068.292035638191
890,5728.207017772923
1746,5676.407644731984
2602,6747.331002662371
4314,5671.075187969922
5170,4417.581048008582
6026,4135.838065930571
6882,3795.753048065304
7738,3743.9536750243647
8594,4814.877032954752
10306,5671.075187969922
11162,6631.19093936402
12018,6349.447957286009
12874,6009.362939420742
13730,5957.563566379802
14586,7028.48692431019
16298,5671.075187969922
17154,4698.7369696564
18010,4416.99398757839
18866,4076.908969713123
19722,4025.109596672183
20578,5096.032954602571
22290,5671.075187969922
23146,6631.19093936402
24002,6349.447957286009
24858,6009.362939420742
25714,5957.563566379802
26570,7028.48692431019
28282,5671.075187969922
29138,4698.7369696564
29994,4416.99398757839
30850,4076.908969713123
31706,4025.109596672183
32562,5096.032954602571
34274,5671.075187969922
35130,6631.19093936402
35986,6349.447957286009
36842,6009.362939420742
37698,5957.563566379802
38554,7028.48692431019
40266,5671.075187969922
35,6118.026171017453
891,6102.6747414802485
1747,6356.497088496452
2603,7947.427608378147
4315,5085.435185185187
5171,4471.4650625193035
6027,3932.7445157890584
6883,3917.393086251854
7739,4171.2154332680575
8595,5310.584083180359
10307,5085.435185185187
11163,7108.308587717091
12019,6569.588040986846
12875,6554.236611449642
13731,6808.0589584658455
14587,7947.427608378147
16299,5085.435185185187
17155,4471.4650625193035
18011,3932.7445157890584
18867,3917.393086251854
19723,4171.2154332680575
20579,5310.584083180359
22291,5085.435185185187
23147,7108.308587717091
24003,6569.588040986846
24859,6554.236611449642
25715,6808.0589584658455
26571,7947.427608378147
29139,4471.4650625193035
29995,3932.7445157890584
30851,3917.393086251854
31707,4171.2154332680575
32563,5310.584083180359
34275,5085.435185185187
35131,7108.308587717091
35987,6569.588040986846
36843,6554.236611449642
37699,6808.0589584658455
38555,7947.427608378147
40267,5085.435185185187
36,8176.0
892,8528.0
1748,8576.0
2604,9216.0
4316,5600.0
5172,5776.0
6028,5952.0
6884,6304.0
7740,6352.0
8596,6992.0
10308,5600.0
11164,8000.0
12020,8176.0
12876,8528.0
13732,8576.0
14588,9216.0
16300,5600.0
17156,5776.0
18012,5952.0
18868,6208.0
19724,6256.0
20580,6896.0
22292,5600.0
23148,7904.0
24004,8080.0
24860,8432.0
25716,8480.0
26572,9120.0
28284,5600.0
29140,5680.0
29996,5856.0
30852,6208.0
31708,6256.0
32564,6896.0
34276,5600.0
35132,7904.0
35988,8080.0
36844,8432.0
37700,8480.0
38556,9120.0
40268,5600.0
37,4376.0
893,4408.0
1749,4616.0
2605,5128.0
4317,3024.0
5173,3600.0
6029,3400.0
6885,3432.0
7741,3640.0
8597,4152.0
10309,3024.0
11165,4576.0
12021,4376.0
12877,4408.0
13733,4616.0
14589,5128.0
16301,3024.0
17157,3600.0
18013,3400.0
18869,3232.0
19725,3440.0
20581,3952.0
22293,3024.0
23149,4376.0
24005,4176.0
24861,4208.0
25717,4416.0
26573,4928.0
28285,3024.0
29141,3400.0
29997,3200.0
30853,3232.0
31709,3440.0
32565,3952.0
34277,3024.0
35133,4376.0
35989,4176.0
36845,4208.0
37701,4416.0
38557,4928.0
40269,3024.0
38,7671.936473753272
894,7940.969515919387
1750,8016.195185107822
2606,9080.242099129424
4318,7371.894736842109
5174,6776.479669701304
6030,5960.952955771963
6886,6229.985997938077
7742,6305.211667126512
8598,7369.258581148115
10310,7371.894736842109
11166,9149.775109698216
12022,8334.248395768875
12878,8603.28143793499
13734,8678.507107123423
14590,9742.554021145028
16302,7371.894736842109
17158,6776.479669701304
18014,5960.952955771963
18870,6229.985997938077
19726,6305.211667126512
20582,7369.258581148115
22294,7371.894736842109
23150,9149.775109698216
24006,8334.248395768875
24862,8603.28143793499
25718,8678.507107123423
26574,9742.554021145028
28286,7371.894736842109
29142,6776.479669701304
29998,5960.952955771963
30854,6229.985997938077
